"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $3035.35/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x910d8e5701f17940fcabe0bc3e24cf591b2a881fa40cede9bb96d479547b719a","13395191","1633926603","2021-10-11 04:30:03","0x65a6761a685c146be3347361ce2629d058fad21b","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","","0.75132375","0","2280.5305445625","0.001912454058186","5.80496742551487","3544.14","","","Transfer",""
"0xca5a6d40c04644d32b7948da918b5cf41aac9a9f941a19a212b1630be4346818","13401091","1634006240","2021-10-12 02:37:20","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xd6a2a6d2f88e29938bb6c8d7146cc7a4306647c1","","0","0","0","0.004970837500597395","15.0882316074383","3490.61","","","Claim All",""
"0x27d0ad9b9a69b266b5522b74dd1263a7e5d7e92b43cc57100ff4496cd53d4323","13401137","1634006927","2021-10-12 02:48:47","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xd6a2a6d2f88e29938bb6c8d7146cc7a4306647c1","","0","0","0","0.0046402","14.08463107","3490.61","","","Approve",""
"0xc58c52f2e336c4e2fdf14f72557ad218aad6ab523277462168463a7c6f09fe65","13401140","1634006966","2021-10-12 02:49:26","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xaa6612f03443517ced2bdcf27958c22353ceeab9","","0","0","0","0.0292206","88.69474821","3490.61","","","Get Bamboozled",""
"0x67dd4c9acad3cd24a0673a96a23c1086bcb7b7d1ed4db27b719149d1f046907d","13402387","1634024662","2021-10-12 07:44:22","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xd6a2a6d2f88e29938bb6c8d7146cc7a4306647c1","","0","0","0","0.012830857392300066","38.946142985718","3490.61","","","Unstake By Ids",""
"0x4c958f35d550389d871e20b43e06fd59349d9bc481506a661c1c4b2ba660ff77","13407636","1634095327","2021-10-13 03:22:07","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xd6a2a6d2f88e29938bb6c8d7146cc7a4306647c1","","0","0","0","0.0383621","116.442400235","3607.55","","","Stake By Ids",""
"0xc5e04517d2a9fdf527a30c4fefe39af48c36c8b93e3b8a8f6d6a7ad78a773d47","13424400","1634324697","2021-10-15 19:04:57","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf7143ba42d40eaeb49b88dac0067e54af042e963","","0","0.07","212.4745","0.145868","442.7604338","3868.16","","","Public Buy",""
"0x7b40b354455d682a402f78d015fbcbaa8effe80066a0947d4c6e53a845d5c529","13424483","1634325908","2021-10-15 19:25:08","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf7143ba42d40eaeb49b88dac0067e54af042e963","","0","0","0","0.0092556","28.09398546","3868.16","","","Set Approval For All",""
"0xb490b8048ec5e4c38ae9776c3348ba4d6ef338984ff7f26fd061df320a47c492","13425344","1634337339","2021-10-15 22:35:39","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","","0","0","0","0.05775","175.2914625","3868.16","","","Transfer",""
"0x2e0d35528036ba72968198838b9148187a7e24c60f663fcea547916a9ec9a499","13452219","1634700520","2021-10-20 03:28:40","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7b426a60ce72643fdf11556ee1d0da3c0a041ed8","","0","0.2514","763.08699","0.01011934","30.715738669","4162.49","","","Claim",""
"0xa546845e07047bdf7f8174d6b96b23be05829a738d1e19c3fe8780c1bc1bb8ca","13452230","1634700684","2021-10-20 03:31:24","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7b426a60ce72643fdf11556ee1d0da3c0a041ed8","","0","0","0","0.003027030884090631","9.1880981940245","4162.49","","","Set Approval For All",""
"0x1535a45d4475e83d33a745e9e8fd323640b4a8cb684284259280fa5c8bf526f3","13452680","1634706605","2021-10-20 05:10:05","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf850380c7e9a11e5a1ee65a4c24947de2286524f","","0","0.1","303.535","0.00168","5.099388","4162.49","","","Transfer",""
"0xc6f100255ad40c3f3f3a29ec57128a66a9eb21ac134e7d9a3982f8cf3ed4c72f","13452682","1634706628","2021-10-20 05:10:28","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf850380c7e9a11e5a1ee65a4c24947de2286524f","","0","0.1","303.535","0.00168","5.099388","4162.49","","","Transfer",""
"0x66bc68042a91b18ae1f87db673f3ec5a3d447d2f34b35e5777d3e5ebb3e7b1ef","13452696","1634706807","2021-10-20 05:13:27","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf850380c7e9a11e5a1ee65a4c24947de2286524f","","0","1","3035.35","0.00231","7.0116585","4162.49","","","Transfer",""
"0xa7f21750d6e8f43c7c71a23c3366c077204ff9ab2eac8564d51e9f1129d21167","13452709","1634706997","2021-10-20 05:16:37","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x6ce34081d4efc4b7e10b776f618b5e6ad96370f0","","0","3.42","10380.897","0.001155","3.50582925","4162.49","","","Transfer",""
"0xbe224734c66129c4f2df7973f6ae6bf14823fddd66501f220e95646dba08cc85","13575178","1636366609","2021-11-08 10:16:49","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","","0","0.05","151.7675","0.01229882101239815","37.3312263599827","4810.97","","","Swap Exact ETH For Tokens",""
"0xbc508aab4cf3fec455557283d6ce082d472e28cc94af0e47cc2ff05ccce74ea7","13597443","1636668026","2021-11-11 22:00:26","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xaa20f900e24ca7ed897c44d92012158f436ef791","","0","0","0","0.0085583926068615","25.9777169992371","4722.68","","","Set Approval For All",""
"0xdddaaac10901f36b34caf702cf1e4a1d1274f6e75051905b779c490d90684f5f","13609803","1636835390","2021-11-13 20:29:50","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xcd1faff6e578fa5cac469d2418c95671ba1a62fe","","0","0","0","0.00522465052325282","15.8586429657554","4645.64","","","Approve",""
"0xf0201e251c6094ed881ea7ef5caceb17740263fcdebb9ec2c3c1409fcea8d0c2","13629139","1637100423","2021-11-16 22:07:03","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","","0","0","0","0.0147","44.619645","4210.14","","","Transfer",""
"0x2d48929aed7be9886edceab76f87267edc24cb2a8cf321fe55114ba3b9009685","13636821","1637204520","2021-11-18 03:02:00","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x226bf5293692610692e2c996c9875c914d2a7f73","","0","0.15","455.3025","0.048655","147.68495425","3998.17","","","Mint Edition",""
"0x13e11546703162a80e949062ff3af304a04b6d009fd2ecb907aeba189fac77d4","13637188","1637209321","2021-11-18 04:22:01","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","","0","0","0","0.01357176","41.195041716","3998.17","","","Swap Exact Tokens For ETH",""
"0xbc4f17bf73c43898ea718472e961e297125de35787225dad952bf22e904b3c9d","13637277","1637210604","2021-11-18 04:43:24","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x226bf5293692610692e2c996c9875c914d2a7f73","","0","0","0","0.007386454485381404","22.4204746222024","3998.17","","","Set Approval For All",""
"0x364db2afceac9b92b85377caf5f57d238067ff760678d23752b2276600a40120","13669777","1637655594","2021-11-23 08:19:54","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x02aaa417b43f9a23e772276c31c5bd7ed9a682bc","","0","0.084","254.9694","0.00189","5.7368115","4341.17","","","Transfer",""
"0x24c77766753cacc55017aa415a92ab8b087f6ac8bc2685e4f37b598ebbaece0a","13669781","1637655625","2021-11-23 08:20:25","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xa7040eb17ebab220bffd0bafc75236e16a9e1c9d","","0","0.084","254.9694","0.001827","5.54558445","4341.17","","","Transfer",""
"0x7326676772cf8993c4245780e77b690605f7421583e0a84ef7245964fb60b3b2","13670984","1637672408","2021-11-23 13:00:08","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x9eeeaf684e228c2d5c89435e010acc02c41dc86b","","0","0.8","2428.28","0.030504181734","92.5908680262969","4341.17","Error(0)","Out of gas","Publicsale Buy",""
"0x6f38b76f0a7e3a5ef9fd151dcf7e4b4452143a7d118712e2c949b25673b50beb","13693263","1637978176","2021-11-27 01:56:16","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xc6ec80029cd2aa4b0021ceb11248c07b25d2de34","","0","0.25","758.8375","0.002031644648108096","6.16675258263491","4100.30","Error(0)","Reverted","Mint Public",""
"0xd90b01ecec93b5f5118014849b1fc811a5410be265e431b8e5b4bbac2391882a","13693271","1637978271","2021-11-27 01:57:51","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xc6ec80029cd2aa4b0021ceb11248c07b25d2de34","","0","0.25","758.8375","0.002336907207543104","7.09333129241596","4100.30","Error(0)","Reverted","Mint Public",""
"0xcf75fb9aa154193790f62d3d6b16e829111be753f4d9ea63e34db043b0bb7314","13693284","1637978459","2021-11-27 02:00:59","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xc6ec80029cd2aa4b0021ceb11248c07b25d2de34","","0","0.25","758.8375","0.002801560560546474","8.50371684745474","4100.30","Error(0)","Reverted","Mint Public",""
"0x8be192f93f692d1bc73b442e3fcfd2ebe94c6cb456dbc3afe0cd0ebff09bd34f","13717155","1638307209","2021-11-30 21:20:09","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x79fcdef22feed20eddacbb2587640e45491b757f","","0","0.69","2094.3915","0.3565035","1082.112898725","4642.38","","","Mint",""
"0x8c7a9bdc88961a94ff96970b700e1cc36515c3f236677034bcac2850a3333143","13717311","1638309345","2021-11-30 21:55:45","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x79fcdef22feed20eddacbb2587640e45491b757f","","0","0","0","0.010309202234973574","31.292037003927","4642.38","","","Set Approval For All",""
"0x71f181b25a510ceb394754c415df6b1c76b8276e2b2080a86e1c61e42ac2e77e","13718469","1638325573","2021-12-01 02:26:13","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7be8076f4ea4a4ad08075c2508e481d6c946d12b","","0","0","0","0.0149948","45.51446618","4580.57","","","Cancel Order_",""
"0x30f4ecf3f8e43ed6a2cf662b3fc66472ef2a5841d399c79978fecab10cc45d50","13724767","1638412316","2021-12-02 02:31:56","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xc84cc1111adace071e2a57a61c42450d4e133f16","","0","0.13","394.5955","0.004183065903898128","12.6970690913972","4514.80","Error(0)","Reverted","Mint With Eth",""
"0x799a869ded71d55d74acb31ed971c66ba35f7c9519a42e3c1cc02d836af32a6f","13745953","1638705758","2021-12-05 12:02:38","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x838804a3dd7c717396a68f94e736eaf76b911632","","0","0.07","212.4745","0.01681919176405325","51.052133721019","4201.09","Error(0)","Reverted","Public Mint",""
"0xfc91876b3724c67ce7c8b6338186b2ae1565fc169ac338e2478f9bcfde8e5f4e","13745953","1638705758","2021-12-05 12:02:38","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x838804a3dd7c717396a68f94e736eaf76b911632","","0","0.07","212.4745","0.01617595176405325","49.099675187019","4201.09","Error(0)","Reverted","Public Mint",""
"0x3f6a07cbfd12c02b754666639a7459bcae7368eb016500379dd8d6d1098e53d9","13770115","1639039972","2021-12-09 08:52:52","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x27d270b7d58d15d455c85c02286413075f3c8a31","","0","0","0","0.003195046250276171","9.69808363577578","4111.92","","","Set Approval For All",""
"0x8a105e3784784a5929f6795c46750dc461172668e5d9fe0954ed7584298511f7","13786407","1639260061","2021-12-11 22:01:01","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7cae7b9b9a235d1d94102598e1f23310a0618914","","0","0.207","628.31745","0.05397093","163.8206623755","4088.68","","","0xeb66d2cb",""
"0xed76bb6b328a25f0a60b432a79d34052fe803dfe995b177aa7bd3e5812773be8","13786812","1639265124","2021-12-11 23:25:24","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7cae7b9b9a235d1d94102598e1f23310a0618914","","0","0","0","0.002691460069481097","8.16952332189945","4088.68","","","Set Approval For All",""
"0x3696ad4ad972ffc27ce8e4d7e8e8380f91b68f53022d95c8d715b0952a6daf2e","13800179","1639442452","2021-12-14 00:40:52","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x236672ed575e1e479b8e101aeeb920f32361f6f9","","0","0","0","0.006976817800650141","21.1770839112034","3862.18","","","Set Approval For All",""
"0xb5a87a235b01499ebb7a4457a46c95a5f59528f4c608a145cef75493bb5c6a38","13808179","1639550643","2021-12-15 06:44:03","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xc3f8a0f5841abff777d3eefa5047e8d413a1c9ab","","0","0","0","0.002448866199821229","7.43316601962737","4020.19","","","Set Approval For All",""
"0xcf000ae543250d3153c1bc0d09bd75e348dc458be557902d2aedab917eaa34ac","13812271","1639605275","2021-12-15 21:54:35","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x25593a50255bfb30ea027f6966417b0bf780401d","","0","0.2","607.07","0.0344379","104.531079765","4020.19","","","Mint Main Sale",""
"0x546706fe50a2896bb63078bb25154c6b6a98fb0baaa208634c569c8142bbb15e","13812295","1639605566","2021-12-15 21:59:26","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x25593a50255bfb30ea027f6966417b0bf780401d","","0","0","0","0.006170682560127975","18.7301813088844","4020.19","","","Transfer From",""
"0x8729fdcf37b9bb98c62bb93c657988b6f36446d131c687f9af5aeb49116f609a","13812390","1639606873","2021-12-15 22:21:13","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x25593a50255bfb30ea027f6966417b0bf780401d","","0","0","0","0.006698","20.3307743","4020.19","","","Transfer From",""
"0xcbd6ccc893e524683bf52d220734b43b2ac78143306d6dc05671188de149d482","13812771","1639611709","2021-12-15 23:41:49","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xc3f8a0f5841abff777d3eefa5047e8d413a1c9ab","","0","0","0","0.00294042","8.925203847","4020.19","","","Transfer From",""
"0x7e28b3167ba39233a0afc59f063c2549367697ae077892211b4674ed77bb7ca7","13812774","1639611728","2021-12-15 23:42:08","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7be8076f4ea4a4ad08075c2508e481d6c946d12b","","0","0","0","0.004180442230431302","12.6891053241397","4020.19","","","Cancel Order_",""
"0x4317b7f670bf3720fc0405318c1bd8035214032405598ffd3bd02bfafc174603","13825164","1639778360","2021-12-17 21:59:20","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7828c811636ccf051993c1ec3157b0b732e55b23","","0","0.1","303.535","0.01032423093314547","31.3376543629231","3876.37","","","Mint",""
"0x8f21bb945b2bb86954852088b07744c259a6b92f2e19d76d08384b3f19a88cda","13825461","1639782043","2021-12-17 23:00:43","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x28472a58a490c5e09a238847f66a68a47cc76f0f","","0","0.4","1214.14","0.101013284516936603","306.610673158484","3876.37","","","Purchase",""
"0x6951e05bef7a15c172186aa20b567c15998762777c33e8474492f67d191ac4a3","13825461","1639782043","2021-12-17 23:00:43","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x28472a58a490c5e09a238847f66a68a47cc76f0f","","0","0.4","1214.14","0.061783933592266403","187.535862829286","3876.37","","","Purchase",""
"0x37707b621b57497b0fe99fcad49a0fa83956bf6d494202d9544332e57e9c1d09","13825556","1639783160","2021-12-17 23:19:20","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x28472a58a490c5e09a238847f66a68a47cc76f0f","","0","0","0","0.00385294","11.695021429","3876.37","","","Safe Transfer From",""
"0x04af4b6eb7279095c42c09fb5f124eb990cb3ded0c2d6a5c232c20feb3cd7790","13825627","1639784237","2021-12-17 23:37:17","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x28472a58a490c5e09a238847f66a68a47cc76f0f","","0","0","0","0.00694275","21.0736762125","3876.37","","","Set Approval For All",""
"0x76604a996c652dd1a77cd39aa0028f01e497c5a4f3b174fb9fcb1110b13c7c8a","13838632","1639957560","2021-12-19 23:46:00","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf9d53e156fe880889e777392585feb46d8d840f6","","0","0.10002","303.595707","0.234165267","710.77354318845","3924.55","","","Mint",""
"0x26a4f52cae65f76217dc1acaf61a0054b041ced99eccee180961b4f04273f992","13838737","1639959083","2021-12-20 00:11:23","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","","0","0","0","0.00168","5.099388","3945.57","","","Transfer",""
"0xa195054ba30d7ecb87f38dfe78042125992cde43703ddebe165d5e1f58d37873","13838749","1639959310","2021-12-20 00:15:10","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xf9d53e156fe880889e777392585feb46d8d840f6","","0","0","0","0.005040655866321096","15.3001547838377","3945.57","","","Set Approval For All",""
"0xee35e5664f75b8f5abce16ebbd2c6353a156a408444ba387297159f60008b86d","13839071","1639963498","2021-12-20 01:24:58","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x7828c811636ccf051993c1ec3157b0b732e55b23","","0","0","0","0.003081215499874585","9.35256746754432","3945.57","","","Set Approval For All",""
"0x59247dc5ece144cbc013ab473b6ae96a3b673d12808cbeb8ae38b4acd64e6371","13863728","1640293250","2021-12-23 21:00:50","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x75e95ba5997eb235f40ecf8347cdb11f18ff640b","","0","0.176","534.2216","0.004896837843511313","14.8636167483021","4112.35","Error(0)","Reverted","Mint",""
"0xc253a397a6318a4c1e9b92a2022c2726907da7e60eccd18e872a0cdd8679ce52","13863728","1640293250","2021-12-23 21:00:50","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x75e95ba5997eb235f40ecf8347cdb11f18ff640b","","0","0.176","534.2216","0.004896837843511313","14.8636167483021","4112.35","Error(0)","Reverted","Mint",""
"0xf2eee36fd95127388bba8531927d19e61faa325e39526448495416a0fb402b40","13863728","1640293250","2021-12-23 21:00:50","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x75e95ba5997eb235f40ecf8347cdb11f18ff640b","","0","0.176","534.2216","0.004896837843511313","14.8636167483021","4112.35","Error(0)","Reverted","Mint",""
"0x203aee908b51389c93378adfcb37a62fd4070920e472f87858b7d18083d57de2","13869940","1640376503","2021-12-24 20:08:23","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x3b484b82567a09e2588a13d54d032153f0c0aee0","","0","0","0","0.004532457740696403","13.7575956032228","4047.87","","","Claim",""
"0x374dd4d59272ec9357796a1507e07af76960e1df99e2bd3bc868c3326746c4f4","13871854","1640401995","2021-12-25 03:13:15","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x799a9f0a88c3dae6614cabb349883f6046228caa","","0","0.1","303.535","0.001145490521469","3.47696465434093","4109.25","","","Transfer",""
"0xd8023d0b24cd0ee9b3ed4d1f0884c7045b396cf962d456693e0c640c74d5084b","13871905","1640402664","2021-12-25 03:24:24","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x799a9f0a88c3dae6614cabb349883f6046228caa","","0","2.9","8802.515","0.001473665684568","4.47309113565348","4109.25","","","Transfer",""
"0xe1e1c0fa73297f4c380bec258aa1148f3fd89d16ba3d08decf948ea029402d24","13872457","1640410387","2021-12-25 05:33:07","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x3b484b82567a09e2588a13d54d032153f0c0aee0","","0","0","0","0.0033118223237456","10.0525398903812","4109.25","","","Approve",""
"0xfaba13e885150d5253bb366312e78def2e858070d5c342068e91ec63929baec9","13872462","1640410460","2021-12-25 05:34:20","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xe592427a0aece92de3edee1f18e0157c05861564","","0","0","0","0.01167579","35.4401091765","4109.25","","","Multicall",""
"0xf9c1b2afa2b71a25309205a10cecba5e3f87ab7262f63fcc6d79919c7e2dc456","13898550","1640758402","2021-12-29 06:13:22","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x6bba316c48b49bd1eac44573c5c871ff02958469","","0","0","0","0.010878772899183306","33.020883319536","3629.31","","","Claim Tokens",""
"0xd4f01eebc1eb3bf5c30c28dd883a56fe31c46f6156725220dae0d7c5640e9fc2","13898580","1640758751","2021-12-29 06:19:11","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x6bba316c48b49bd1eac44573c5c871ff02958469","","0","0","0","0.004868671220564874","14.7781211893416","3629.31","","","Approve",""
"0x6d03be1a27d234d8e9a1424d1bdddfd55f9291730103619d1c94ee544b45d615","13898684","1640760055","2021-12-29 06:40:55","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45","","0","0","0","0.015386157146969312","46.7023720960533","3629.31","Error(0)","Reverted","Multicall",""
"0xe786d46a8ffd5e27e68ffb89d3666897a1e2481a4fc0349f8c0fe81147e383e2","13901878","1640802601","2021-12-29 18:30:01","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45","","0","0","0","0.013609084444601151","41.3083344689201","3629.31","","","Multicall",""
"0x2c6f4ef644cff7266f132582f7a05cad3bfc1ede09c991cb7f08cecf5018db78","13901897","1640802762","2021-12-29 18:32:42","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0xabea9132b05a70803a4e85094fd0e1800777fbef","","0","0.5","1517.675","0.00635174445278478","19.2797675247603","3629.31","","","Deposit ETH",""
"0xb48fc766d662bd5194f1af3265db6f57954487f3d8c9fda6a1c1fe7c1871447d","13903305","1640821765","2021-12-29 23:49:25","0x743fc8ba2a5e435b376bd2a7ee5c95b470c85c2d","0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45","","0","4.5","13659.075","0.023874736628525064","72.4681818253935","3629.31","","","Multicall",""
